document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,12,,titre III de ladite loi.,,,,432,L’audit interne assure l’évaluation de l’activité de la fonction et son efficience. Il informe le responsable de la fonction des manquements constatés au niveau du dispositif de gestion des risques de non-conformité aux avis conformes du Conseil supérieur des Ouléma.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,13,,titre III de ladite loi.,,,,432-436,"Les dispositions de la présente circulaire entrent en vigueur à compter de sa date de publication au Bulletin officiel. 433­ Circulaire n°3/W/17 du 27 janvier 2017 fixant les conditions et modalités d’exercice par les banques des activités et opérations de banque participative.125 des finances et de la réforme de l’administration n° 341.17 du 17 février 2017, publiée dans le 434­ Circulaire n° 1/W/17 du 27 janvier 2017 relative aux spécificités techniques des produits Ijara, Mourabaha, Moucharaka, Moudaraba et Salam ainsi que les modalités de leur présentation à la clientèle, telle que modifiée et complétée.126 126 Seule la circulaire en langue arabe a été homologuée par l’arrêté du Ministre de l’économie, 3 du 2 mars 2017. Cette circulaire a été modifiée en complétée par la circulaire n°2/W/2019 2019). Al-Maghrib, en langue arabe. 435­ Circulaire n°2/W/17 du 27 janvier 2017 relative aux conditions et modalités de collecte et de placement des dépôts d’investissement.127 des finances et de la réforme de l’administration n° 340.17 du 17 février 2017, publié dans le 436­ Circulaire n°9/W/2018 du 27 juillet 2018 relative aux exigences en fonds propres portant sur les risques de crédit, de marché et opérationnels des banques participatives, selon l’approche standard, telle que modifiée et complétée.128 Le Wali de Bank Al-Maghrib ; Vu la loi n° 103-12 relative aux établissements de crédit et organismes assimilés promulguée par le dahir n° 1-14-193 du 01 rabii I 1436 (24 décembre 2014), notamment ses articles 24, 70 et 76 ; Après avis du Comité des Etablissements de Crédit émis en date du 13 juillet 2018 ; Fixe par la présente circulaire les modalités de couverture, par les fonds propres, des risques de crédit, de marché et opérationnels, encourus par les banques participatives désignées ci-après « établissement(s) ».",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,1,,titre III de ladite loi.,,,,436,Les dispositions de la présente circulaire s’entendent sans préjudice du respect des avis conformes du Conseil Supérieur des Ouléma. I. DISPOSITIONS GENERALES,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,2,,titre III de ladite loi.,,,,436,"Les établissements sont tenus de respecter, en permanence, sur base individuelle : - un coefficient minimum de solvabilité de 12%, défini comme étant un rapport entre d’une part, le total de leurs fonds propres et d’autre part le total de leurs risques de crédit, de marché et opérationnels pondérés ajustés ; - un coefficient minimum de 9 %, défini comme étant un rapport entre d’une part, le total de leurs fonds propres de catégorie 1 et d’autre part, le total de leurs risques de crédit, de marché et opérationnels pondérés ajustés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,3,,titre III de ladite loi.,,,,436,"Les fonds propres et les fonds propres de catégorie 1, tels que définis par la circulaire du Wali de Bank Al-Maghrib n° 10/W/2018 relative aux fonds propres des banques et sociétés de financement participatives constituent les numérateurs retenus pour le calcul des coefficients visés à l’article 2 ci- dessus.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,4,,titre III de ladite loi.,,,,436,"Le dénominateur retenu pour le calcul des coefficients visés à l’article 2 ci- dessus est constitué de la somme des risques pondérés au titre des risques de crédit, de marché et opérationnels ajustés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,5.129,,titre III de ladite loi.,,,,436-437,"Les établissements calculent le total des risques de crédit, de marché et opérationnels pondérés ajustés, en déduisant du total des risques de crédit, de marché et opérationnels pondérés, les montants visés aux alinéas a) à c) :",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,6,,titre III de ladite loi.,,,,437,Le montant visé à l’alinéa a) de l’article 5 est obtenu en multipliant le montant des risques pondérés de crédit et de marché relatifs aux actifs financés par les dépôts d’investissement non restreints par un facteur (1- α).,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,7,,titre III de ladite loi.,,,,437,Le montant visé à l’alinéa b) de l’article 5 est obtenu en multipliant le montant des risques pondérés de crédit et de marché relatifs aux actifs financés par les réserves de péréquation des bénéfices (RPB) et les réserves pour risque d’investissement (RRI) liés aux dépôts d’investissement non restreints par le coefficient α susmentionné.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,7bis,,titre III de ladite loi.,,,,437,Le montant visé à l’alinéa c) de l’article 5 est obtenu en multipliant le montant des risques pondérés de crédit et de marché relatifs aux actifs financés par les opérations de Wakala Bil Istithmar par le facteur (1- α),pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,8,,titre III de ladite loi.,,,,437,Le coefficient α est fixé par Bank Al-Maghrib.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,9,,titre III de ladite loi.,,,,437,"Le montant du risque de crédit pondéré est calculé en multipliant les éléments d’actifs et du hors bilan, pris en considération, par les coefficients de pondération prévus aux articles 14 à 25 et 48 à 50 ci-après et ce, conformément aux dispositions des parties IV. et V. de la présente circulaire. Le montant des risques de marché pondérés est obtenu en multipliant par 12,5 l’exigence en fonds propres au titre de ces risques calculée conformément aux dispositions des articles 51 à 57 et des dispositions des parties IV. et V. de la présente circulaire. Le montant des risques opérationnels pondérés est déterminé en multipliant par 12,5 l’exigence en fonds propres au titre de ces risques calculée conformément aux dispositions des articles 102 à 107 ci-après.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,10,,titre III de ladite loi.,,,,437,"L’exigence en fonds propres au titre du risque de crédit doit représenter, au moins, 8% du montant des actifs pondérés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,11,,titre III de ladite loi.,,,,437-438,"Bank Al-Maghrib peut autoriser des établissements faisant partie d’un groupe bancaire à ne pas observer le coefficient de solvabilité sur base individuelle lorsque l’ensemble des conditions ci-après sont remplies : • les établissements sont inclus dans le périmètre de consolidation de la société mère ; 438­ • la société mère est elle-même assujettie au respect du coefficient de solvabilité ; • et que la société mère : - s’engage, de manière inconditionnelle, expresse et irrévocable, à leur transférer les fonds propres nécessaires en cas de besoin et à couvrir leurs passifs, - est dotée d’un système de contrôle interne approprié qui couvre l’activité de ces établissements. II. DISPOSITIONS RELATIVES AU RISQUE DE CREDIT",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,12,,titre III de ladite loi.,,,,438,"Pour la détermination des pondérations du risque de crédit, les établissements utilisent les notations externes attribuées par des organismes externes d’évaluation du crédit (OEEC) dont la liste est établie par Bank Al-Maghrib. Les pondérations des créances libellées et financées en devises sont appliquées sur la base des notations externes en devises des OEEC. Les pondérations des créances libellées et financées en dirhams, sont appliquées sur la base des notations externes en dirhams des OEEC.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,13,,titre III de ladite loi.,,,,438,"Les établissements utilisent les notations externes sollicitées par les entreprises auprès des OEEC. Sous réserve de l’accord préalable de Bank Al-Maghrib, les notations externes non sollicitées peuvent être prises en considération dans l’application des pondérations. I) DISPOSITIONS RELATIVES AUX ELEMENTS D’ACTIFS",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,14,,titre III de ladite loi.,,,,438,"Les éléments de l’actif, pris en considération pour le calcul du risque de crédit, ainsi que les coefficients de pondération qui leur sont appliqués, sont précisés dans les articles 15 et 16 ci-après.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,15,,titre III de ladite loi.,,,,438-443,"A) Créances sur les souverains 1) Une pondération de 0 % est appliquée aux créances sur l’Etat marocain et sur Bank Al-Maghrib, libellées et financées en dirhams, ainsi qu’aux créances sur la Banque des Règlements Internationaux, le Fonds Monétaire International, la Banque Centrale Européenne et la Commission Européenne. 2) Les pondérations appliquées aux expositions sur les États et leurs banques centrales sont les suivantes : Notation externe de crédit AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de notation Pondération 0 % 20 % 50 % 100 % 100% 150 % 100 % 3) Pour les pondérations appliquées aux créances sur les Etats, les établissements peuvent utiliser les notations externes de crédit attribuées par les organismes de crédit à l’exportation (OCE) dont la liste est établie par Bank Al-Maghrib. 439­ l’exportation (PMAE) correspondant à ces expositions, conformément au tableau ci-après : PMAE 0-1 4 à 6 Pondération 0 % 20% 50 % 100 % 150% B) Créances sur les organismes publics (OP) hors administrations centrales 1) Nonobstant les règles générales précisées à l’alinéa 2) ci-dessous, une pondération de 20 % est appliquée aux créances libellées et financées en dirhams sur les collectivités locales marocaines quand leur remboursement est prévu d’office dans le budget de ces entités et qu’elles ne revêtent pas le caractère de créances en souffrance. 2) Les pondérations appliquées aux collectivités locales et entités similaires ainsi qu’aux organismes publics n’exerçant pas d’activités commerciales sont les suivantes : Notation externe des organismes publics AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de notation Pondération 20 % 50 % 50% 100 % 100 % 150 % 50 % C) Créances sur les banques multilatérales de développement (BMD) 1) Une pondération de 0% est appliquée aux BMD dont la liste est arrêtée par Bank Al-Maghrib. 2) Les pondérations appliquées aux expositions sur les autres BMD sont les suivantes : Notation externe des BMD AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de notation Pondération 20 % 50 % 50 % 100 % 100% 150 % 50 % D) Créances sur les établissements de crédit et assimilés au Maroc et à l’étranger 1) Les pondérations appliquées aux créances sur les établissements de crédit et assimilés au Maroc et à l’étranger sont déterminées selon la notation externe de ces derniers conformément au tableau suivant : Notation externe des établissements et assimilés au Maroc et à l’étranger AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de notation Pondération 20 % 50 % 50 % 100 % 100% 150 % 50 % 2) Les pondérations appliquées aux créances notées détenues sur les entités visées à l’alinéa 1) ci-dessus, dont l’échéance initiale est inférieure à un an, sont les suivantes : de l’exposition A-1 A-2 A-3 20 % 50 % 100 % 150 % 440­ locale ; - selon le traitement préférentiel général présenté au tableau ci-dessous, lorsqu’elles sont libellées et financées en devises et sous réserve qu’il n’existe pas de notation externe spécifique affectée à une exposition à court terme sur ces entités. Notation externe des établissements et assimilés au Maroc et à l’étranger. AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de notation Pondération 20 % 20 % 20 % 50 % 50 % 150 % 20 % 4) Les créances à court terme non notées, libellées et financées en devises, détenues sur les entités visées à l’alinéa 1) ci-dessus sont pondérées : - selon le traitement préférentiel général, s’il existe une autre créance sur ces mêmes entités affectée d’une notation externe spécifique qui correspond à une pondération plus favorable ou identique à celle prévue par le traitement préférentiel général ; - selon la notation externe spécifique affectée à une autre créance sur ces mêmes entités si cette notation correspond à une pondération moins favorable que celle prévue par le traitement préférentiel général. E) Créances sur les entités exerçant les services d’investissement au Maroc et à l’étranger 1) Les créances sur les entités au Maroc exerçant les services d’investissement telles qu’énumérés aux alinéas 1) à 4) et 7) de l’article 8 de la loi 103-12relative aux établissements de crédit et organismes assimilés sont traitées et pondérées comme des expositions sur les entités visées à l’alinéa 1) du paragraphe D) ci-dessus. 2) Les créances sur les entités à l’étranger exerçant des activités similaires à celles exercées par les sociétés visées à l’alinéa 1) ci-dessus sont traitées comme des expositions sur celles visées à l’alinéa 1) du paragraphe D) ci- dessus, à condition que ces entités soient soumises à des dispositifs de surveillance et de réglementation comparables à ceux appliqués aux établissements de crédit. Dans le cas contraire, ces expositions sont traitées comme des expositions sur les entreprises. F) Créances sur les grandes entreprises et les petites et moyennes entreprises Les pondérations des créances sur les grandes entreprises, y compris les entreprises d’assurance, et sur les petites et moyennes entreprises (PME) sont déterminées selon l’une des trois options suivantes. 1) Pondération selon la notation externe Les pondérations appliquées aux créances détenues sur les entreprises sont les suivantes : Notation l’entreprise ou de la créance AAA à AA- A+ à A- BBB+ à BBB- BB+ à BB- B+ à B- Inférieure à B- Pas de 20 % 50 % 100 % 100 % 150 % 150 % 100 % 441­ Toutefois, lorsqu’une exposition, dont l’échéance initiale est inférieure à un an, Notation externe de la créance A-1 A-2 A-3 Inférieure à A-3 Pondération 20 % 50 % 100 % 150 % 2) Pondération unique Les établissements peuvent, après accord de Bank Al-Maghrib, opter pour l’application d’une pondération de 100 % à toutes les créances sur les entreprises, indépendamment de leur notation externe. Les établissements doivent s’en tenir à l’option retenue sauf accord préalable de Bank Al-Maghrib. 3) Cas d’une entreprise relevant d’un groupe Une pondération de 150% est appliquée aux créances sur des contreparties relevant de groupes, au sens du point a) de l’article premier de la circulaire n°08/G/2012 relative au coefficient maximum de division des risques des établissements de crédit, dont le montant total de la dette bancaire au niveau dudit groupe est supérieur ou égal à 500 millions de dirhams, lorsque ces contreparties ne fournissent pas les états financiers consolidés annuels du groupe accompagnés du rapport des commissaires aux comptes certifiant lesdits états. G) Créances sur les très petites entreprises (TPE) et les particuliers Les créances sur les très petites entreprises (TPE) et les particuliers sont pondérées à 75 %. Les créances détenues sur les particuliers, hors les financements de biens immobiliers à usage résidentiel garantis par une hypothèque, dont le montant est supérieur à 2 millions de dirhams, sont pondérées à 100 %. H) Financements de biens immobiliers à usage résidentiel 1) Une pondération de 35 % est appliquée : - aux financements de biens immobiliers consentis aux particuliers pour l’acquisition, l’aménagement ou la construction de logements, intégralement garantis par une hypothèque et qui sont destinés à être occupés par l’acquéreur final ou donnés en location ; - aux Ijara Mountahia Bi-Tamlik sur des biens immobiliers à usage d’habitation qui sont destinés à être occupés par le locataire ; - aux financements consentis aux groupements, associations de fait, fondations et coopératives pour la construction de logements en faveur de leurs adhérents et/ou l’acquisition de terrains destinés exclusivement à la construction de logements destinés à leur habitation. 2) Les financements visés à l’alinéa 1) ci-dessus, autres que ceux ayant fait l’objet de conventions avec l’Etat, doivent répondre aux conditions suivantes : - la valeur du bien hypothéqué, calculée sur la base de règles d’évaluation rigoureuses et actualisées à intervalles réguliers, doit excéder, en permanence, d’au moins 20 % l’encours du financement. A défaut, une pondération de 75 % est appliquée à la portion de l’encours du financement excédant 80 % de la valeur du bien hypothéqué ; 442­ le même objet. I) Financements garantis par un bien immobilier à usage commercial 1) Une pondération de 100 % est appliquée aux financements garantis par des hypothèques sur des biens immobiliers à usage professionnel ou commercial. 2) Une pondération de 50 % est appliquée aux Ijara Mountahia Bi-Tamlik portant sur des biens immobiliers à usage professionnel ou commercial sous réserve que ces biens fassent l’objet d’évaluations rigoureuses et actualisées à intervalles réguliers. J) Créances en souffrance Les pondérations appliquées à la partie de l’encours des créances en souffrance nettes des provisions non couvertes par l’une des garanties et sûretés prévues à la section IV) ci-après sont les suivantes : 1) Pour les financements immobiliers à usage résidentiel : - 100 %, lorsque les provisions constituées sont inférieures à 20 % de l’encours de la créance ; - 50 %, lorsque les provisions constituées sont supérieures ou égales à 20 % de l’encours de la créance ; 2) Pour les autres créances : - 150 %, lorsque les provisions constituées sont inférieures ou égales à 20 % de l’encours de la créance ; - 100 %, lorsque les provisions constituées sont supérieures à 20 % de l’encours de la créance et inférieures ou égales à 50% de l’encours de la créance ; - 50 %, lorsque les provisions constituées sont supérieures à 50 % de l’encours de la créance. K) Autres actifs - Une pondération de 0 % est appliquée aux valeurs en caisse et valeurs assimilées ; - Une pondération de 20 % est appliquée aux créances en instance sur moyens de paiement en cours de recouvrement. - Une pondération de 35 % est appliquée à la position de Fonds de Placement Collectifs en Titrisation (FPCT) des financements immobiliers à usage résidentiel garantis par hypothèque, de rang le plus élevé. - Les pondérations appliquées aux actions ou parts des Organismes de Placements Collectifs en Valeurs Mobilières (OPCVM) sont celles correspondant aux actifs qui les composent, conformément aux dispositions de la présente circulaire, sous réserve que les établissements soient en mesure de le justifier. A défaut, une pondération de 100 % s’applique. - Une pondération de 100 % est appliquée aux : • positions ayant le rang le plus élevé de Fonds de Placement Collectifs en Titrisation (FPCT) des financements autres que ceux visés à l’alinéa 3 du paragraphe K du présent article ; • immobilisations corporelles ; 443­ • divers actifs. - Une pondération de 150 % est appliquée aux investissements dans des entreprises de capital-risque et assimilées. - Une pondération de 250% est appliquée aux titres de propriété et certificats de sukuk ou tout instrument équivalent autres que ceux déduits des fonds propres ; - Une pondération de 835 % est appliquée aux positions n’ayant pas le rang le plus élevé de Fonds de Placement Collectifs en Titrisation (FPCT). II) DISPOSITIONS SPECIFIQUES RELATIVES AUX OPERATIONS MOUCHARAKA, MOUDARABA ET WAKALA BIL ISTHITMAR.131",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,16.132,,titre III de ladite loi.,,,,443,"L’établissement retient les pondérations du risque de crédit sur les financements : - Moucharaka et Moudabaraba conformément aux dispositions des articles 17 à 22 ; - Wakala Bil Istithmar conformément aux dispositions des articles 15, 17 à 22.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,17.133,,titre III de ladite loi.,,,,443,"Une pondération de 250% est appliquée aux opérations de Moudaraba, Moucharaka et Wakala Bil Istithmar, ayant pour finalité le financement d’entreprise hors financement d’activités de négociation.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,18.134,,titre III de ladite loi.,,,,443,"L’établissement peut appliquer, aux opérations de Moudaraba, Moucharaka et Wakala Bil Istithmar, ayant pour finalité le financement d’activités de négociation, les pondérations prévues à l’article 17, s’il estime qu’il est exposé au risque de crédit sous forme de dépréciation du capital. Si elle est retenue, cette méthode doit être utilisée de façon permanente.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,19,,titre III de ladite loi.,,,,443,"Dans le cadre des opérations de Moudaraba ayant pour finalité le financement d’un projet spécifique de construction, l’établissement calcule les risques pondérés au titre du risque de crédit conformément aux dispositions des articles 20 et 21 ci-dessous.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,20,,titre III de ladite loi.,,,,443-444,"Pour les opérations de Moudaraba ayant pour finalité le financement d’un projet spécifique de construction, l’établissement applique : - la pondération telle que définie dans la partie II. de la présente circulaire en fonction de la catégorie à laquelle appartient le bénéficiaire final, sur le montant à recevoir par l’établissement de la part du Moudarib suite à l’achèvement de l’une des étapes convenues dans le cadre du contrat de construction ; 131 L’intitulé du point II a été modifié et complété en vertu de l’article 3 de la circulaire n°3/W/2021 du 4 mars 2021, dont les dispositions entrent en vigueur à la date de sa signature.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,22,,titre III de ladite loi.,,,,444,Bank Al-Maghrib peut exiger l’application de pondérations supérieures à celles visées aux articles 14 et 17 à 21 ci-dessus lorsqu’elle estime que : - le nombre des créances en souffrance enregistré sur les catégories de financement considérées est trop élevé ; - la qualité des expositions sur ces catégories de financement est faible. III) DISPOSITIONS RELATIVES AUX ELEMENTS DU HORS BILAN,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,23,,titre III de ladite loi.,,,,444,"Les engagements de l’hors-bilan, pris en considération pour le calcul de risque de crédit, sont convertis au moyen de facteurs de conversion en équivalent risque de crédit (FCEC) ; les montants obtenus sont pondérés, selon les mêmes modalités fixées pour les éléments du bilan, en fonction de la catégorie à laquelle appartient la contrepartie.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,24,,titre III de ladite loi.,,,,444,"Les FCEC applicables aux engagements de l’hors-bilan, autres que ceux visés à l’article 25 ci-dessous, sont les suivants : - 0 %, lorsque les engagements sont classés dans la catégorie présentant un risque faible ; - 20 %, lorsque les engagements sont classés dans la catégorie présentant un risque modéré ; - 50 %, lorsque les engagements sont classés dans la catégorie présentant un risque moyen ; - 100 %, lorsque les engagements sont classés dans la catégorie présentant un risque élevé.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,25,,titre III de ladite loi.,,,,444-445,"Le calcul de l’équivalent risque de crédit des éléments de l’hors-bilan portant sur les taux de référence, les devises, les titres de propriété et les produits de base, s’effectue selon la méthode dite du risque courant par l’addition des deux composantes suivantes : - le coût de remplacement qui est égal à la différence positive entre la valeur de marché et celle convenue dans le contrat ; - le risque de crédit potentiel futur qui est égal au montant nominal du contrat pondéré en fonction de la durée résiduelle, conformément au tableau suivant : 445­ Durée résiduelle Contrats sur taux de référence Autres contrats Jusqu’à un an 0 % 1,0 % 10,0 % Supérieure à un an et jusqu’ à 5 ans 0,5 % 5,0 % 12,0 % Supérieure à 5 ans 1,5 % 7,5 % 15,0 % La somme du coût de remplacement et du risque de crédit potentiel futur est pondérée par le coefficient affecté à la contrepartie concernée. IV) DISPOSITIONS RELATIVES À L’USAGE DES NOTATIONS EXTERNES POUR LA PONDÉRATION DES RISQUES",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,26,,titre III de ladite loi.,,,,445,Les établissements doivent notifier à Bank Al-Maghrib les OEEC dont ils utilisent les notations pour la pondération de leurs risques par types d’exposition tels que définis aux paragraphes A) à F) de l’article 15 ci-dessus.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,27,,titre III de ladite loi.,,,,445,"Les notations des OEEC utilisées par les établissements pour la détermination des pondérations appliquées au risque de crédit, pour chaque type d’exposition, doivent être conformes à celles utilisées dans le cadre du système de gestion interne de ce risque.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,28,,titre III de ladite loi.,,,,445,"Les établissements ne sont pas autorisés à effectuer des arbitrages prudentiels, au cas par cas, entre les notations de plusieurs OEEC pour bénéficier de pondérations plus favorables. Lorsqu’un risque de crédit fait l’objet de plusieurs notations externes, attribuées par des OEEC choisis par les établissements, correspondant à des pondérations différentes : - la pondération la plus élevée est retenue, quand le risque de crédit fait l’objet de deux notations ; - la pondération la plus élevée des deux notations les plus basses est retenue, quand le risque de crédit fait l’objet de plus de deux notations.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,29,,titre III de ladite loi.,,,,445-446,"La pondération applicable à une émission bénéficiant d’une notation externe spécifique est celle correspondant à cette notation. Lorsqu’une émission ne fait pas l’objet d’une notation externe spécifique, la pondération applicable est celle relative aux expositions non notées. Sous réserve des dispositions de l’article 30 ci-dessous, les établissements appliquent à une exposition non notée les pondérations correspondant à la notation externe attribuée à : - une autre émission de l’émetteur correspondant à une pondération inférieure à celle qui s’applique à une exposition non notée, sous réserve que cette exposition soit de rang au moins égal (pari passu), à tous égards, à celui de cette émission et libellée dans la même devise ; - l’émetteur, si cette exposition est de premier rang et non couverte par une sûreté ou garantie ; - l’émetteur ou l’une de ses émissions, lorsque la notation attribuée soit à cet émetteur soit à cette émission correspond à une pondération égale ou supérieure à celle affectée aux expositions non notées. 446­ Les notations externes à court terme concernant une émission spécifique d’un émetteur ne peuvent être utilisées que pour déterminer les pondérations appliquées aux expositions liées à l’émission notée et ne peuvent être étendues à d’autres expositions à court terme détenues sur ce même émetteur que si elles satisfont aux conditions prévues aux paragraphes D) et E) de l’article 15 ci-dessus. Une notation externe à court terme ne peut en aucun cas être utilisée pour déterminer la pondération d’une exposition à long terme non notée.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,31,,titre III de ladite loi.,,,,446,"Si une exposition à court terme notée, détenue sur un débiteur, est affectée d’une pondération de 50 %, les expositions à court terme non notées, sur ce même débiteur, sont affectées d’une pondération au moins égale à 100 %. Si une exposition à court terme notée, détenue sur un débiteur, est affectée d’une pondération de 150 %, les expositions non notées, sur ce même débiteur, qu’elles soient à court ou long terme, font l’objet de la même pondération.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,32,,titre III de ladite loi.,,,,446,Les notations externes appliquées à une entreprise faisant partie d’un groupe d’intérêt ne peuvent être utilisées pour pondérer les risques des autres entreprises de ce groupe. V) DISPOSITIONS RELATIVES À L’ATTÉNUATION DU RISQUE DE CRÉDIT « ARC »,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,33,,titre III de ladite loi.,,,,446,"Aux fins du calcul de leurs exigences en fonds propres, les établissements tiennent compte, pour réduire leur exposition vis-à-vis des contreparties : - des sûretés financières sous la forme de liquidités ou de titres couvrant tout ou partie des expositions ; - des achats de protection sous forme de garanties.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,34,,titre III de ladite loi.,,,,446,Les documents relatifs aux techniques « ARC » visées à l’article 33 ci-dessus doivent être opposables à toutes les parties et leur validité juridique vérifiée.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,35,,titre III de ladite loi.,,,,446,Les techniques « ARC » ne sont pas prises en compte si le rehaussement de la qualité de crédit est déjà incorporé dans la notation externe de l’émission.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,36,,titre III de ladite loi.,,,,446-447,"Les établissements doivent satisfaire aux prescriptions de la réglementation en vigueur en matière d’exigences de communication financière pour qu’ils puissent recourir aux techniques « ARC ». 447­ A) Transactions assorties de sûretés financières Les établissements peuvent opter soit pour l’approche dite « simple » soit pour l’approche dite « globale » pour l’atténuation du risque de crédit relatif aux expositions détenues dans le portefeuille bancaire au moyen de sûretés financières. Pour les expositions détenues dans le portefeuille de négociation, seule l’approche dite « globale » est appliquée. Une couverture partielle des expositions par les sûretés financières est admise dans les deux approches. Les asymétries d’échéances ne sont autorisées que dans le cadre de l’approche globale. 1) L’approche simple",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,38,,titre III de ladite loi.,,,,447,"Dans le cadre de l’approche simple, l’exposition ou fraction de l’exposition couverte par une sûreté financière éligible au titre de l’article 41 ci-dessous reçoit la pondération applicable à cette sûreté évaluée à sa valeur de marché. Toutefois et hormis les cas prévus à l’article 39 ci-dessous, une pondération minimale de 20 % est appliquée lorsque la pondération correspondant à ladite sûreté est inférieure à ce minimum. La fraction de l’exposition non couverte, le cas échéant, est affectée de la pondération appliquée à la contrepartie.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
